"stat";"reaktor";"stav";"kapacita";"start";"dostaveno";"zavreno";"lat";"long";"platz"
"Spojené království";"HARTLEPOOL A-1";"funkèní";655;1968;1983;;"54.635";"-1.18083";"HARTLEPOOL"
"Spojené království";"HARTLEPOOL A-2";"funkèní";655;1968;1984;;"54.635";"-1.18083";"HARTLEPOOL"
"Spojené království";"HEYSHAM A-1";"funkèní";625;1970;1983;;"54.02889";"-2.91611";"HEYSHAM"
"Spojené království";"HEYSHAM A-2";"funkèní";625;1970;1984;;"54.02889";"-2.91611";"HEYSHAM"
"Spojené království";"HEYSHAM B-1";"funkèní";680;1980;1988;;"54.02889";"-2.91611";"HEYSHAM"
"Spojené království";"HEYSHAM B-2";"funkèní";680;1980;1988;;"54.02889";"-2.91611";"HEYSHAM"
"Spojené království";"HINKLEY POINT A-1";"uzavøená";267;1957;1965;2000;"51.20874";"-3.13374";"HINKLEY POINT"
"Spojené království";"HINKLEY POINT A-2";"uzavøená";267;1957;1965;2000;"51.20874";"-3.13374";"HINKLEY POINT"
"Spojené království";"HINKLEY POINT B-1";"funkèní";655;1967;1976;;"51.20874";"-3.13374";"HINKLEY"
"Spojené království";"HINKLEY POINT B-2";"funkèní";655;1967;1976;;"51.20874";"-3.13374";"HINKLEY"
"Spojené království";"HUNTERSTON A-1";"uzavøená";173;1957;1964;1990;"55.72222";"-4.89";"HUNTERSTON"
"Spojené království";"HUNTERSTON A-2";"uzavøená";173;1957;1964;1989;"55.72222";"-4.89";"HUNTERSTON"
"Spojené království";"HUNTERSTON B-1";"funkèní";644;1967;1976;;"55.72222";"-4.89";"HUNTERSTON"
"Spojené království";"HUNTERSTON B-2";"funkèní";644;1980;1977;;"55.72222";"-4.89";"HUNTERSTON"
"Spojené království";"OLDBURY A-1";"uzavøená";230;1962;1967;2012;"51.64889";"-2.57083";"OLDBURY ON SEVERN"
"Spojené království";"OLDBURY A-2";"uzavøená";230;1962;1968;2011;"51.64889";"-2.57083";"OLDBURY ON SEVERN"
"Spojené království";"SIZEWELL A-1";"uzavøená";245;1961;1966;2006;"52.215";"1.61972";"SIZEWELL"
"Spojené království";"SIZEWELL A-2";"uzavøená";245;1961;1966;2006;"52.215";"1.61972";"SIZEWELL"
"Spojené království";"SIZEWELL B";"funkèní";1250;1988;1995;;"52.215";"1.61972";"Leiston"
"Spojené království";"TORNESS-1";"funkèní";682;1980;1988;;"55.96806";"-2.40917";"DUNBAR"
"Spojené království";"TORNESS-2";"funkèní";682;1980;1989;;"55.96806";"-2.40917";"DUNBAR"
"Spojené království";"TRAWSFYNYDD-1";"uzavøená";235;1959;1965;1991;"52.92486";"-3.94844";"MERIONETHSHIRE"
"Spojené království";"TRAWSFYNYDD-2";"uzavøená";235;1959;1965;1991;"52.92486";"-3.94844";"MERIONETHSHIRE"
"Spojené království";"WINDSCALE AGR";"uzavøená";36;1958;1963;1981;"54.4205";"-3.4975";"WINDSCALE"
"Spojené království";"WINFRITH SGHWR";"uzavøená";100;1963;1967;1990;"50.682";"-2.261";"DORCHESTER"
"Spojené království";"WYLFA-1";"uzavøená";530;1963;1971;2015;"53.4159";"-4.48044";"ANGLESEY"
"Spojené království";"WYLFA-2";"uzavøená";540;1963;1971;2012;"53.4159";"-4.48044";"ANGLESEY"
"Spojené království";"HINKLEY POINT C-1";"plánovaná";1670;2019;;;"51.20874";"-3.13374";"HINKLEY"
"Spojené království";"HINKLEY POINT C-2";"plánovaná";1670;2020;;;"51.20874";"-3.13374";"HINKLEY"
"Spojené království";"WYLFA-NEWYDD-1";"plánovaná";1380;2019;;;"53.4159";"-4.48044";"Wales"
"Spojené království";"WYLFA-NEWYDD-2";"plánovaná";1380;2019;;;"53.4159";"-4.48044";"Wales"
"Spojené království";"MOORSIDE-1";"plánovaná";1135;2019;;;;;"Moorside"
"Spojené státy";"ANO-1";"funkèní";903;1968;1974;;"35.3103";"-93.2296";"POPE"
"Spojené státy";"ANO-2";"funkèní";1065;1968;1978;;"35.3103";"-93.2296";"POPE"
"Spojené státy";"BEAVER VALLEY-1";"funkèní";959;1970;1976;;"40.6238";"-80.4319";"SHIPPINGPORT"
"Spojené státy";"BEAVER VALLEY-2";"funkèní";958;1974;1987;;"40.6238";"-80.4319";"SHIPPINGPORT"
"Spojené státy";"BIG ROCK POINT";"uzavøená";71;1960;1962;1997;"45.35889";"-85.19722";"CHARLEVOIX"
"Spojené státy";"BONUS";"uzavøená";18;1960;1964;1968;"18.36639";"-67.26861";"Rincon"
"Spojené státy";"BRAIDWOOD-1";"funkèní";1270;1975;1987;;"41.247";"-88.2296";"BRAIDWOOD"
"Spojené státy";"BRAIDWOOD-2";"funkèní";1230;1975;1988;;"41.247";"-88.2296";"BRAIDWOOD"
"Spojené státy";"BROWNS FERRY-1";"funkèní";1155;1967;1973;;"34.7038";"-87.119";"DECATUR"
"Spojené státy";"BROWNS FERRY-2";"funkèní";1155;1967;1974;;"34.7038";"-87.119";"DECATUR"
"Spojené státy";"BROWNS FERRY-3";"funkèní";1155;1968;1976;;"34.7038";"-87.119";"DECATUR"
"Spojené státy";"BRUNSWICK-1";"funkèní";990;1970;1976;;"33.9579";"-78.0071";"SOUTHPORT"
"Spojené státy";"BRUNSWICK-2";"funkèní";960;1970;1975;;"33.9579";"-78.0071";"SOUTHPORT"
"Spojené státy";"BYRON-1";"funkèní";1242;1975;1985;;"42.0744";"-89.2766";"BYRON"
"Spojené státy";"BYRON-2";"funkèní";1210;1975;1987;;"42.0744";"-89.2766";"BYRON"
"Spojené státy";"CALLAWAY-1";"funkèní";1275;1975;1984;;"38.763";"-91.7814";"FULTON"
"Spojené státy";"CALVERT CLIFFS-1";"funkèní";918;1968;1975;;"38.4345";"-76.4389";"LUSBY"
"Spojené státy";"CALVERT CLIFFS-2";"funkèní";911;1968;1976;;"38.4345";"-76.4389";"LUSBY"
"Spojené státy";"CATAWBA-1";"funkèní";1188;1974;1985;;"35.053";"-81.071";"YORK COUNTY"
"Spojené státy";"CATAWBA-2";"funkèní";1188;1974;1986;;"35.053";"-81.071";"YORK COUNTY"
"Spojené státy";"CLINTON-1";"funkèní";1098;1975;1987;;"40.1717";"-88.8335";"HART TOWNSHIP"
"Spojené státy";"COLUMBIA";"funkèní";1190;1972;1984;;"46.47111";"-119.33389";"BENTON"
"Spojené státy";"COMANCHE PEAK-1";"funkèní";1259;1974;1990;;"32.3007";"-97.7865";"GLEN ROSE"
"Spojené státy";"COMANCHE PEAK-2";"funkèní";1250;1974;1993;;"32.3007";"-97.7865";"GLEN ROSE"
"Spojené státy";"COOK-1";"funkèní";1131;1969;1975;;"41.97539";"-86.56591";"BRIDGMAN"
"Spojené státy";"COOK-2";"funkèní";1231;1969;1978;;"41.97539";"-86.56591";"BRIDGMAN"
"Spojené státy";"COOPER";"funkèní";801;1968;1974;;"40.3609";"-95.6434";"BROWNVILLE"
"Spojené státy";"CRYSTAL RIVER-3";"uzavøená";890;1968;1977;2013;"28.9659";"-82.6971";
"Spojené státy";"CVTR";"uzavøená";19;1960;1963;1967;"34.2625";"-81.32917";"Parr"
"Spojené státy";"DAVIS BESSE-1";"funkèní";925;1970;1977;;"41.5969";"-83.0919";"OTTAWA"
"Spojené státy";"DIABLO CANYON-1";"funkèní";1197;1968;1984;;"35.2122";"-120.854";"AVILA BEACH"
"Spojené státy";"DIABLO CANYON-2";"funkèní";1197;1970;1985;;"35.2122";"-120.854";"AVILA BEACH"
"Spojené státy";"DRESDEN-1";"uzavøená";207;1956;1960;1978;"41.38615";"-88.26802";"MORRIS"
"Spojené státy";"DRESDEN-2";"funkèní";950;1966;1970;;"41.38615";"-88.26802";"MORRIS"
"Spojené státy";"DRESDEN-3";"funkèní";935;1966;1971;;"41.38615";"-88.26802";"MORRIS"
"Spojené státy";"DUANE ARNOLD-1";"funkèní";624;1970;1974;;"42.101";"-91.776";"PALO"
"Spojené státy";"ELK RIVER";"uzavøená";24;1959;1963;1968;"45.29517";"-93.5567";
"Spojené státy";"FARLEY-1";"funkèní";918;1970;1977;;"31.2231";"-85.1145";"DOTHAN"
"Spojené státy";"FARLEY-2";"funkèní";928;1970;1981;;"31.2231";"-85.1145";"DOTHAN"
"Spojené státy";"FERMI-1";"uzavøená";65;1956;1966;1972;"41.96278";"-83.2575";"LAGOONA BEACH"
"Spojené státy";"FERMI-2";"funkèní";1198;1972;1986;;"41.96278";"-83.2575";"LAGOONA BEACH"
"Spojené státy";"FITZPATRICK";"funkèní";849;1968;1975;;"43.521";"-76.4026";"OSWEGO"
"Spojené státy";"FORT CALHOUN-1";"uzavøená";512;1968;1973;2016;"41.5202";"-96.076";"FORT CALHOUN"
"Spojené státy";"FORT ST. VRAIN";"uzavøená";342;1968;1976;1989;"40.24444";"-104.87417";"PLATTEVILLE"
"Spojené státy";"GE VALLECITOS";"uzavøená";24;1956;1957;1963;"37.61327";"-121.84016";"Pleasanton, Sunol"
"Spojené státy";"GINNA";"funkèní";608;1966;1969;;"43.27778";"-77.31";"ONTARIO"
"Spojené státy";"GRAND GULF-1";"funkèní";1500;1974;1984;;"32.0069";"-91.0452";"PORT GIBSON"
"Spojené státy";"HADDAM NECK";"uzavøená";603;1964;1967;1996;"41.48194";"-72.49917";"HADDAM NECK"
"Spojené státy";"HALLAM";"uzavøená";84;1959;1963;1964;"40.55925";"-96.78471";"Lincoln"
"Spojené státy";"HARRIS-1";"funkèní";960;1978;1987;;"35.63333";"-78.955";"NEW HILL"
"Spojené státy";"HATCH-1";"funkèní";911;1968;1974;;"31.9347";"-82.3461";"BAXLEY"
"Spojené státy";"HATCH-2";"funkèní";921;1972;1978;;"31.9347";"-82.3461";"BAXLEY"
"Spojené státy";"HOPE CREEK-1";"funkèní";1240;1976;1986;;"39.4668";"-75.5354";"SALEM"
"Spojené státy";"HUMBOLDT BAY";"uzavøená";65;1960;1963;1976;"40.74132";"-124.20904";"EUREKA"
"Spojené státy";"INDIAN POINT-1";"uzavøená";277;1956;1962;1974;"41.26972";"-73.95222";"BUCHANAN"
"Spojené státy";"INDIAN POINT-2";"funkèní";1067;1966;1973;;"41.26972";"-73.95222";"BUCHANAN"
"Spojené státy";"INDIAN POINT-3";"funkèní";1085;1968;1976;;"41.26972";"-73.95222";"BUCHANAN"
"Spojené státy";"KEWAUNEE";"uzavøená";595;1968;1974;2013;"44.4696";"-87.498";"CARLTON"
"Spojené státy";"LACROSSE";"uzavøená";55;1963;1968;1987;"43.56006";"-91.23149";"GENOA"
"Spojené státy";"LASALLE-1";"funkèní";1207;1973;1982;;"41.2461";"-88.6724";"MARSEILLES"
"Spojené státy";"LASALLE-2";"funkèní";1207;1973;1984;;"41.2461";"-88.6724";"MARSEILLES"
"Spojené státy";"LIMERICK-1";"funkèní";1194;1974;1985;;"40.2251";"-75.5835";"LIMERICK"
"Spojené státy";"LIMERICK-2";"funkèní";1194;1974;1989;;"40.2251";"-75.5835";"LIMERICK"
"Spojené státy";"MAINE YANKEE";"uzavøená";900;1968;1972;1997;"43.95176";"-69.69623";"WISCASSET"
"Spojené státy";"MCGUIRE-1";"funkèní";1215;1971;1981;;"35.4333";"-80.9463";"CORNELIUS"
"Spojené státy";"MCGUIRE-2";"funkèní";1215;1971;1983;;"35.4333";"-80.9463";"CORNELIUS"
"Spojené státy";"MILLSTONE-1";"uzavøená";684;1966;1970;1998;"41.31194";"-72.16861";"WATERFORD"
"Spojené státy";"MILLSTONE-2";"funkèní";918;1969;1975;;"41.31194";"-72.16861";"WATERFORD"
"Spojené státy";"MILLSTONE-3";"funkèní";1280;1974;1986;;"41.31194";"-72.16861";"WATERFORD"
"Spojené státy";"MONTICELLO";"funkèní";691;1967;1971;;"45.3337";"-93.8504";"MONTICELLO"
"Spojené státy";"NINE MILE POINT-1";"funkèní";642;1965;1969;;"43.5216";"-76.4124";"SCRIBA"
"Spojené státy";"NINE MILE POINT-2";"funkèní";1320;1975;1987;;"43.5216";"-76.4124";"SCRIBA"
"Spojené státy";"NORTH ANNA-1";"funkèní";990;1971;1978;;"38.0612";"-77.7918";"MINERAL"
"Spojené státy";"NORTH ANNA-2";"funkèní";1011;1971;1980;;"38.0612";"-77.7918";"MINERAL"
"Spojené státy";"OCONEE-1";"funkèní";891;1967;1973;;"34.7964";"-82.8944";"OCONEE"
"Spojené státy";"OCONEE-2";"funkèní";891;1967;1973;;"34.7964";"-82.8944";"OCONEE"
"Spojené státy";"OCONEE-3";"funkèní";900;1967;1974;;"34.7964";"-82.8944";"OCONEE"
"Spojené státy";"OYSTER CREEK";"funkèní";652;1964;1969;;"39.8146";"-74.2077";"FORKED RIVER"
"Spojené státy";"PALISADES";"funkèní";850;1967;1971;;"42.3226";"-86.3161";"SOUTH HAVEN"
"Spojené státy";"PALO VERDE-1";"funkèní";1414;1976;1985;;"33.3873";"-112.863";"WINTERSBURG"
"Spojené státy";"PALO VERDE-2";"funkèní";1414;1976;1986;;"33.3873";"-112.863";"WINTERSBURG"
"Spojené státy";"PALO VERDE-3";"funkèní";1414;1976;1987;;"33.3873";"-112.863";"WINTERSBURG"
"Spojené státy";"PATHFINDER";"uzavøená";63;1959;1966;1967;"43.60361";"-96.6375";
"Spojené státy";"PEACH BOTTOM-1";"uzavøená";42;1962;1967;1974;"39.75833";"-76.26806";"YORK COUNTY"
"Spojené státy";"PEACH BOTTOM-2";"funkèní";1412;1968;1974;;"39.75833";"-76.26806";"YORK COUNTY"
"Spojené státy";"PEACH BOTTOM-3";"funkèní";1412;1968;1974;;"39.75833";"-76.26806";"YORK COUNTY"
"Spojené státy";"PERRY-1";"funkèní";1303;1974;1986;;"41.8006";"-81.1465";"PERRY"
"Spojené státy";"PILGRIM-1";"funkèní";711;1968;1972;;"41.9449";"-70.5776";"PLYMOUTH"
"Spojené státy";"PIQUA";"uzavøená";12;1960;1963;1966;"40.13232";"-84.23477";"Piqua"
"Spojené státy";"POINT BEACH-1";"funkèní";640;1967;1970;;"44.2816";"-87.5343";"TWO CREEKS"
"Spojené státy";"POINT BEACH-2";"funkèní";640;1968;1972;;"44.2816";"-87.5343";"TWO CREEKS"
"Spojené státy";"PRAIRIE ISLAND-1";"funkèní";566;1968;1973;;"44.6223";"-92.6314";"RED WING"
"Spojené státy";"PRAIRIE ISLAND-2";"funkèní";560;1969;1974;;"44.6223";"-92.6314";"RED WING"
"Spojené státy";"QUAD CITIES-1";"funkèní";940;1967;1972;;"41.7268";"-90.3078";"CORDOVA"
"Spojené státy";"QUAD CITIES-2";"funkèní";940;1967;1972;;"41.7268";"-90.3078";"CORDOVA"
"Spojené státy";"RANCHO SECO-1";"uzavøená";917;1969;1974;1989;"38.34528";"-121.12167";"SACRAMENTO"
"Spojené státy";"RIVER BEND-1";"funkèní";1016;1977;1985;;"30.7273";"-91.3716";"ST.FRANCISVILLE"
"Spojené státy";"ROBINSON-2";"funkèní";780;1967;1970;;"34.40278";"-80.15833";"HARTSVILLE"
"Spojené státy";"SALEM-1";"funkèní";1254;1968;1976;;"39.463";"-75.5342";"SALEM"
"Spojené státy";"SALEM-2";"funkèní";1200;1968;1981;;"39.463";"-75.5342";"SALEM"
"Spojené státy";"SAN ONOFRE-1";"uzavøená";456;1964;1967;1992;"33.36889";"-117.555";"SAN CLEMENTE"
"Spojené státy";"SAN ONOFRE-2";"uzavøená";1127;1974;1982;2013;"33.36889";"-117.555";"SAN CLEMENTE"
"Spojené státy";"SAN ONOFRE-3";"uzavøená";1127;1974;1983;2013;"33.36889";"-117.555";"SAN CLEMENTE"
"Spojené státy";"SAXTON";"uzavøená";3;1960;1967;1972;"40.22694";"-78.24194";
"Spojené státy";"SEABROOK-1";"funkèní";1296;1976;1990;;"42.8974";"-70.8493";"SEABROOK"
"Spojené státy";"SEQUOYAH-1";"funkèní";1221;1970;1980;;"35.2277";"-85.0936";"DAISY"
"Spojené státy";"SEQUOYAH-2";"funkèní";1200;1970;1981;;"35.2277";"-85.0936";"DAISY"
"Spojené státy";"SHIPPINGPORT";"uzavøená";68;1954;1957;1982;"40.62111";"-80.43528";
"Spojené státy";"SHOREHAM";"uzavøená";849;1972;1986;1989;"40.96111";"-72.865";"SHOREHAM"
"Spojené státy";"SOUTH TEXAS-1";"funkèní";1354;1975;1988;;"28.7967";"-96.0444";"BAY CITY"
"Spojené státy";"SOUTH TEXAS-2";"funkèní";1354;1975;1989;;"28.7967";"-96.0444";"BAY CITY"
"Spojené státy";"ST. LUCIE-1";"funkèní";1045;1970;1976;;"27.3484";"-80.2439";"FORT PIERCE"
"Spojené státy";"ST. LUCIE-2";"funkèní";1050;1977;1983;;"27.3484";"-80.2439";"FORT PIERCE"
"Spojené státy";"SUMMER-1";"funkèní";1006;1973;1982;;"34.29861";"-81.31472";"JENKINSVILLE"
"Spojené státy";"SUMMER-2";"výstavba";1250;2013;;;"34.29861";"-81.31472";"JENKINSVILLE"
"Spojené státy";"SUMMER-3";"výstavba";1250;2013;;;"34.29861";"-81.31472";"JENKINSVILLE"
"Spojené státy";"SURRY-1";"funkèní";890;1968;1972;;"37.1664";"-76.7003";"GRAVEL NECK"
"Spojené státy";"SURRY-2";"funkèní";890;1968;1973;;"37.1664";"-76.7003";"GRAVEL NECK"
"Spojené státy";"SUSQUEHANNA-1";"funkèní";1330;1973;1982;;"41.0929";"-76.1428";"SALEM"
"Spojené státy";"SUSQUEHANNA-2";"funkèní";1330;1973;1984;;"41.0929";"-76.1428";"SALEM"
"Spojené státy";"THREE MILE ISLAND-1";"funkèní";880;1968;1974;;"40.1539";"-76.727";"DAUPHIN"
"Spojené státy";"THREE MILE ISLAND-2";"uzavøená";959;1969;1978;1979;"40.1539";"-76.727";"DAUPHIN"
"Spojené státy";"TROJAN";"uzavøená";1155;1970;1975;1992;"46.03833";"-122.885";"PRESCOTT"
"Spojené státy";"TURKEY POINT-3";"funkèní";829;1967;1972;;"25.4346";"-80.3301";"FLORIDA CITY"
"Spojené státy";"TURKEY POINT-4";"funkèní";829;1967;1973;;"25.4346";"-80.3301";"FLORIDA CITY"
"Spojené státy";"VERMONT YANKEE";"uzavøená";635;1967;1972;2014;"42.7787";"-72.5143";"VERNON"
"Spojené státy";"VOGTLE-1";"funkèní";1229;1976;1987;;"33.1425";"-81.7596";"WAYNESBORO"
"Spojené státy";"VOGTLE-2";"funkèní";1229;1976;1989;;"33.1425";"-81.7596";"WAYNESBORO"
"Spojené státy";"VOGTLE-3";"výstavba";1250;2013;;;"33.1425";"-81.7596";"WAYNESBORO"
"Spojené státy";"VOGTLE-4";"výstavba";1250;2013;;;"33.1425";"-81.7596";"WAYNESBORO"
"Spojené státy";"WATERFORD-3";"funkèní";1250;1974;1985;;"29.9944";"-90.4708";"TAFT"
"Spojené státy";"WATTS BAR-1";"funkèní";1210;1973;1996;;"35.601";"-84.7893";"SPRING CITY"
"Spojené státy";"WATTS BAR-2";"funkèní";1218;1973;2016;;"35.601";"-84.7893";"SPRING CITY"
"Spojené státy";"WOLF CREEK";"funkèní";1285;1977;1985;;"38.2392";"-95.6905";"BURLINGTON"
"Spojené státy";"YANKEE NPS";"uzavøená";180;1957;1960;1991;"42.72784";"-72.92911";"ROWE"
"Spojené státy";"ZION-1";"uzavøená";1085;1968;1973;1998;"42.44643";"-87.803";"ZION"
"Spojené státy";"ZION-2";"uzavøená";1085;1968;1973;;"42.44643";"-87.803";"ZION"
"Tchaj-wan";"CHINSHAN-1";"funkèní";636;1972;1977;;"25.291389";"121.567778";"SHIHMEN HSIANG"
"Tchaj-wan";"CHINSHAN-2";"funkèní";636;1973;1978;;"25.291389";"121.567778";"SHIHMEN HSIANG"
"Tchaj-wan";"KUOSHENG-1";"funkèní";985;1975;1981;;"25.2025";"121.662";"KUOSHENG"
"Tchaj-wan";"KUOSHENG-2";"funkèní";985;1976;1982;;"25.2025";"121.662";"KUOSHENG"
"Tchaj-wan";"LUNGMEN 1";"výstavba";1350;1999;;;"25.03861";"121.92417";"GONGLIAD"
"Tchaj-wan";"LUNGMEN 2";"výstavba";1350;1999;;;"25.03861";"121.92417";"GONGLIAD"
"Tchaj-wan";"MAANSHAN-1";"funkèní";951;1978;1984;;"21.9585";"120.753";"HENG CHUN"
"Tchaj-wan";"MAANSHAN-2";"funkèní";951;1979;1985;;"21.9585";"120.753";"HENG CHUN"
"Èína";"CEFR";"funkèní";25;2000;2011;;"39.74389";"116.03611";"Tuoli"
"Èína";"CHANGJIANG-1";"funkèní";650;2010;2015;;"19.46075";"108.89992";"Changjiang"
"Èína";"CHANGJIANG-2";"funkèní";650;2010;2016;;"19.46075";"108.89992";"Changjiang"
"Èína";"DAYA BAY-1";"funkèní";984;1987;1993;;"22.59722";"114.54444";"SHENZHEN CITY"
"Èína";"DAYA BAY-2";"funkèní";984;1988;1994;;"22.59722";"114.54444";"SHENZHEN CITY"
"Èína";"FANGCHENGGANG-1";"funkèní";1086;2010;2015;;"21.67667";"108.56056";"Fangchenggang"
"Èína";"FANGCHENGGANG-2";"funkèní";1086;2010;2016;;"21.67667";"108.56056";"Fangchenggang"
"Èína";"FANGCHENGGANG-3";"výstavba";1180;2015;;;"21.67667";"108.56056";"Fangchenggang"
"Èína";"FANGCHENGGANG-4";"výstavba";1180;2016;;;"21.67667";"108.56056";"Fangchenggang"
"Èína";"FANGJIASHAN-1";"funkèní";1089;2008;2014;;"30.44139";"120.94167";"Jiaxing"
"Èína";"FANGJIASHAN-2";"funkèní";1089;2009;2015;;"30.44139";"120.94167";"Jiaxing"
"Èína";"FUQING-1";"funkèní";1089;2008;2014;;"25.44417";"119.44611";"Fuqing"
"Èína";"FUQING-2";"funkèní";1089;2009;2015;;"25.44417";"119.44611";"Fuqing"
"Èína";"FUQING-3";"funkèní";1089;2010;2016;;"25.44583";"119.44722";"Fuqing"
"Èína";"FUQING-4";"funkèní";1089;2012;2017;;"25.44583";"119.44722";"Fuqing"
"Èína";"FUQING-5";"výstavba";1150;2015;;;"25.44583";"119.44722";"Fuqing"
"Èína";"FUQING-6";"výstavba";1150;2015;;;"25.44583";"119.44722";"Fuqing"
"Èína";"HAIYANG-1";"výstavba";1250;2009;;;"36.70833";"121.38333";"Haiyang"
"Èína";"HAIYANG-2";"výstavba";1250;2010;;;"36.70833";"121.38333";"Haiyang"
"Èína";"HONGYANHE-1";"funkèní";1119;2007;2013;;"39.79778";"121.47194";"DALIAN"
"Èína";"HONGYANHE-2";"funkèní";1119;2008;2013;;"39.79778";"121.47194";"DALIAN"
"Èína";"HONGYANHE-3";"funkèní";1119;2009;2015;;"39.79778";"121.47194";"DALIAN"
"Èína";"HONGYANHE-4";"funkèní";1119;2009;2016;;"39.79778";"121.47194";"DALIAN"
"Èína";"HONGYANHE-5";"výstavba";1119;2015;;;"39.79778";"121.47194";"DALIAN"
"Èína";"HONGYANHE-6";"výstavba";1119;2015;;;"39.79778";"121.47194";"DALIAN"
"Èína";"LING AO-1";"funkèní";990;1997;2002;;"22.60472";"114.55139";"SHENZEN"
"Èína";"LING AO-2";"funkèní";990;1997;2002;;"22.60472";"114.55139";"SHENZEN"
"Èína";"LING AO-3";"funkèní";1086;2005;2010;;"22.60472";"114.55139";"SHENZEN"
"Èína";"LING AO-4";"funkèní";1086;2006;2011;;"22.60472";"114.55139";"SHENZEN"
"Èína";"NINGDE-1";"funkèní";1089;2008;2012;;"27.04611";"120.28833";"Ningde"
"Èína";"NINGDE-2";"funkèní";1089;2008;2014;;"27.04611";"120.28833";"Ningde"
"Èína";"NINGDE-3";"funkèní";1089;2010;2015;;"27.04611";"120.28833";"Ningde"
"Èína";"NINGDE-4";"funkèní";1089;2010;2016;;"27.04611";"120.28833";"Ningde"
"Èína";"QINSHAN 2-1";"funkèní";650;1996;2002;;"30.43556";"120.95639";"Jiaxing"
"Èína";"QINSHAN 2-2";"funkèní";650;1997;2004;;"30.43556";"120.95639";"Jiaxing"
"Èína";"QINSHAN 2-3";"funkèní";660;2006;2010;;"30.43556";"120.95639";"Jiaxing"
"Èína";"QINSHAN 2-4";"funkèní";660;2007;2011;;"30.43556";"120.95639";"Jiaxing"
"Èína";"QINSHAN 3-1";"funkèní";728;1998;2002;;"30.43556";"120.95639";"Jiaxing"
"Èína";"QINSHAN 3-2";"funkèní";728;1998;2003;;"30.43556";"120.95639";"Jiaxing"
"Èína";"QINSHAN-1";"funkèní";310;1985;1991;;"30.43556";"120.95639";"Jiaxing"
"Èína";"SANMEN-1";"výstavba";1251;2009;;;"29.10111";"121.64194";"Taizhou"
"Èína";"SANMEN-2";"výstavba";1251;2009;;;"29.10111";"121.64194";"Taizhou"
"Èína";"SHIDAO BAY-1";"výstavba";211;2012;;;"36.96667";"122.5";"Weihai"
"Èína";"TAISHAN-1";"výstavba";1750;2009;;;"21.91778";"112.98194";"Taishan"
"Èína";"TAISHAN-2";"výstavba";1750;2010;;;"21.91778";"112.98194";"Taishan"
"Èína";"TIANWAN-1";"funkèní";1060;1999;2006;;"34.6898";"119.456";"Lianyungang"
"Èína";"TIANWAN-2";"funkèní";1060;2000;2007;;"34.6898";"119.456";"Lianyungang"
"Èína";"TIANWAN-3";"funkèní";1126;2012;2017;;"34.6898";"119.456";"Lianyungang"
"Èína";"TIANWAN-4";"výstavba";1126;2013;;;"34.6898";"119.456";"Lianyungang"
"Èína";"TIANWAN-5";"výstavba";1118;2015;;;"34.6898";"119.456";"Lianyungang"
"Èína";"TIANWAN-6";"výstavba";1118;2016;;;"34.6898";"119.456";"Lianyungang"
"Èína";"YANGJIANG-1";"funkèní";1086;2008;2013;;"21.70833";"112.26111";"Yangjiang"
"Èína";"YANGJIANG-2";"funkèní";1086;2009;2015;;"21.70833";"112.26111";"Yangjiang"
"Èína";"YANGJIANG-3";"funkèní";1086;2010;2015;;"21.70833";"112.26111";"Yangjiang"
"Èína";"YANGJIANG-4";"funkèní";1086;2012;2017;;"21.70833";"112.26111";"Yangjiang"
"Èína";"YANGJIANG-5";"výstavba";1086;2013;;;"21.70833";"112.26111";"Yangjiang"
"Èína";"YANGJIANG-6";"výstavba";1086;2013;;;"21.70833";"112.26111";"Yangjiang"
"Èína";"SHANDONG-SHIDAOWAN";"výstavba";210;2012;;;;;"Shandong"
"Èína";"XIAPU-1";"výstavba";600;2017;;;;;"Fujian"
"Èína";"BOHAI SHIPYARD FNPP";"plánovaná";60;2016;;;;;"Liaoning"
"Èína";"SHIDAOWAN-1";"plánovaná";1400;2018;;;;;"Shandong"
"Èína";"SHIDAOWAN-2";"plánovaná";1400;2018;;;;;"Shandong"
"Èína";"XUDABAO-1";"plánovaná";1250;2018;;;;;"Liaoning"
"Èína";"XUDABAO-2";"plánovaná";1250;2018;;;;;"Liaoning"
"Èína";"HAIYANG-3";"plánovaná";1250;2018;;;"36.70833";"121.38333";"Haiyang"
"Èína";"HAIYANG-4";"plánovaná";1250;2018;;;"36.70833";"121.38333";"Haiyang"
"Èína";"LUFENG-1";"plánovaná";1250;2018;;;;;"Guangdong"
"Èína";"LUFENG-2";"plánovaná";1250;2018;;;;;"Guangdong"
"Èína";"SANMEN-3";"plánovaná";1250;2018;;;"29.10111";"121.64194";"Zhejiang"
"Èína";"SANMEN-4";"plánovaná";1250;2018;;;"29.10111";"121.64194";"Zhejiang"
"Èína";"NINGDE-5";"plánovaná";1150;2018;;;"27.04611";"120.28833";"Fujian"
"Èína";"NINGDE-6";"plánovaná";1150;2018;;;"27.04444";"120.28333";"Fujian"
"Èína";"ZHANGZHOU-1";"plánovaná";1150;2018;;;;;"Fujian"
"Èína";"ZHANGZHOU-2";"plánovaná";1150;2018;;;;;"Fujian"
"Èína";"HUIZHOU-1";"plánovaná";1150;2018;;;;;"Guangdong"
"Èína";"HUIZHOU-2";"plánovaná";1150;2018;;;;;"Guangdong"
"Èína";"LIANJIANG-1";"plánovaná";1250;2018;;;;;"Guangdong"
